Instance,Income
112108,81442.4685748102
112109,25190.875644069798
112110,48547.92010543938
112111,28556.714886500482
112112,63542.90985917953
112113,63277.21901516262
112114,46592.17710557218
112115,30843.774802978427
112116,47491.45510733971
112117,88687.135882317
112118,30367.86615355234
112119,31614.843300106317
112120,475237.83976052917
112121,114379.84177573519
112122,400600.89215735154
112123,229519.47047452416
112124,59825.34094727482
112125,158376.20866387247
112126,182985.09152439187
112127,19631.315525801525
112128,30696.729661226567
112129,111114.25878903238
112130,87871.55942037133
112131,44290.17309159806
112132,74557.70075714208
112133,252293.0323898761
112134,41479.61924368556
112135,14054.266505252466
112136,35417.1237077733
112137,26067.90221786946
112138,44518.0882174782
112139,60697.850412933236
112140,28377.40118849135
112141,42147.179382544484
112142,63622.351760414924
112143,204568.88685483026
112144,20632.205627062332
112145,24850.851330802412
112146,47550.37784898945
112147,247259.665218346
112148,46278.19774624971
112149,65742.31368364909
112150,19215.59902569979
112151,310749.5706156545
112152,122573.16502187813
112153,52230.250821375936
112154,47918.13075171415
112155,84263.11424835655
112156,68518.28335375906
112157,101051.61338112397
112158,38144.08541469937
112159,237820.96710647183
112160,46801.52344431412
112161,137983.00277674387
112162,93425.71012450666
112163,30840.830222375993
112164,45907.34642309959
112165,117579.04135601476
112166,42889.60409541991
112167,39924.25251100213
112168,44168.37263276232
112169,266126.45179754175
112170,230142.82603120868
112171,46154.89467770494
112172,20402.975633620834
112173,139165.2745017263
112174,29225.507976240846
112175,41541.06680014305
112176,28447.40650744193
112177,92052.64976528227
112178,19597.83993695393
112179,29752.78704928554
112180,28209.204940868705
112181,21058.040959950584
112182,225431.93849363283
112183,101958.59628354767
112184,17599.12354799101
112185,287616.35509686795
112186,24568.353199328496
112187,135931.9630420155
112188,103094.66300844977
112189,38142.86636391668
112190,60543.32290977889
112191,89106.64387955605
112192,259710.52993500547
112193,29355.25427569182
112194,179365.9759717241
112195,42268.83929486583
112196,26762.39104804142
112197,228830.9910464248
112198,30839.879743680038
112199,39152.83724624288
112200,44528.34405408136
112201,301743.8611821671
112202,124179.36895779743
112203,26860.386133572578
112204,31033.60588076891
112205,17965.21450449843
112206,108999.57814516914
112207,302613.23535654694
112208,53225.74070659966
112209,433126.7030260685
112210,50116.51900773458
112211,216412.70602671496
112212,45840.56332575633
112213,35783.309948175665
112214,245165.66908902398
112215,51664.733309312986
112216,108603.27488053679
112217,30986.89834809282
112218,34339.901213618214
112219,351190.11342116154
112220,43730.53126837702
112221,16190.034864620657
112222,34533.54369871156
112223,51022.29308815099
112224,164827.23008532618
112225,32242.77245403364
112226,80359.52653876763
112227,59553.15956829273
112228,108143.78869283918
112229,51285.091951131144
112230,178860.6740089608
112231,12557.674899892396
112232,135018.21204427796
112233,32255.673434825472
112234,49401.83985516576
112235,23276.236958296988
112236,114706.03983198534
112237,373381.03333139926
112238,36787.90998761779
112239,30269.93813061778
112240,32003.696560543034
112241,23400.149769337724
112242,38158.299665329796
112243,96775.83826296618
112244,191679.46847755407
112245,106603.29757785343
112246,54921.58725495844
112247,437153.3093526753
112248,83219.82390673987
112249,15051.531803711136
112250,51435.64089898492
112251,53479.071122256
112252,53170.3679096453
112253,18765.48439614044
112254,249763.50706255465
112255,43970.740865108935
112256,31946.442314802633
112257,37133.082921925634
112258,512147.24912567204
112259,157783.42434307883
112260,126559.07515901714
112261,341796.1258976464
112262,95415.67645076445
112263,32020.99796705331
112264,67710.52027892038
112265,27013.772266362925
112266,41964.27356778686
112267,41710.649518533995
112268,75077.63221680408
112269,414654.00648307917
112270,21777.20465574677
112271,74842.00757013937
112272,96960.13502897393
112273,143852.30263772258
112274,18483.54825084389
112275,177093.6536183404
112276,235094.26938043826
112277,58562.93405396313
112278,32351.723298097055
112279,31730.4428749211
112280,145856.75295647272
112281,54074.35117314141
112282,214581.51600443112
112283,87034.40739215008
112284,70475.01944737005
112285,71328.5772904585
112286,54917.65463811112
112287,27716.284576419264
112288,75403.61836323042
112289,241232.91563099303
112290,175231.5788799993
112291,29844.204221872173
112292,567485.1164988329
112293,32638.082010199352
112294,301834.4789676287
112295,53792.7063321439
112296,210813.70582288815
112297,50410.11782666829
112298,44357.42411851996
112299,32065.688146171262
112300,28813.655562472195
112301,26304.298357256732
112302,33667.34824602351
112303,23523.676094924016
112304,196900.97897656728
112305,23466.764020790873
112306,59002.453850187536
112307,37464.332343288654
112308,101264.57296207595
112309,55646.80230374571
112310,31686.671292002746
112311,101439.67833713867
112312,30297.68879086761
112313,97476.09509723827
112314,25762.23111478654
112315,192547.55217493762
112316,30220.67516412335
112317,38065.78419764668
112318,27506.183367666352
112319,14676.193853249439
112320,734521.9271069993
112321,43858.514010579864
112322,33480.158867038015
112323,117236.45691447225
112324,349673.54675335996
112325,229224.53347185784
112326,120165.2612540153
112327,249066.65057268523
112328,107196.56250892358
112329,205480.20256672992
112330,326748.44125967263
112331,339906.2521561929
112332,230954.6153232774
112333,324947.96458953334
112334,236983.3321952938
112335,67047.10453853855
112336,23274.552021862906
112337,221303.07423418973
112338,304006.42719010793
112339,245582.24971721382
112340,39311.747390501376
112341,1165933.884907033
112342,40359.479101897305
112343,50633.92677921622
112344,44586.72603111162
112345,36542.423912460064
112346,97396.19557465533
112347,21850.437300363992
112348,22185.06977780318
112349,22679.60077715333
112350,89763.72135130878
112351,37908.01683003729
112352,58753.78692138253
112353,16813.075086975296
112354,131318.40519590577
112355,61828.25067795065
112356,61215.795416268906
112357,54933.27111383326
112358,87982.35036275523
112359,36752.118880858805
112360,31687.62957959717
112361,183039.8139185916
112362,78747.3727886446
112363,66495.17696997091
112364,12481.773193126812
112365,19568.334494485218
112366,30527.46942314374
112367,40915.48768737781
112368,45862.101013569816
112369,164937.1666382504
112370,14306.130835367368
112371,346710.6067922439
112372,119820.49667755376
112373,59111.182904702204
112374,26991.416780919844
112375,43958.96893677883
112376,90399.16734143149
112377,114219.90395625313
112378,66766.03710040594
112379,102635.39799391263
112380,64657.22567885487
112381,69674.83219030341
112382,100206.93710072826
112383,44284.48644776357
112384,212962.7267882696
112385,28076.867090094936
112386,169592.15976316
112387,73138.37371314105
112388,35939.56805363027
112389,42160.93530515353
112390,31869.528445229887
112391,30830.27401842497
112392,96688.65769906684
112393,57261.64519276157
112394,51652.2071021789
112395,32697.250677522698
112396,92273.7130784465
112397,40251.4747128658
112398,384027.8391375934
112399,101599.30595599825
112400,65155.466960243
112401,124092.70153027313
112402,758380.6205931731
112403,141795.83130758133
112404,92937.90445456578
112405,44151.327315042094
112406,21418.63067216725
112407,26913.524616501043
112408,35982.7309544291
112409,72335.67569862802
112410,24085.915140003275
112411,122425.95916001927
112412,113652.85039299
112413,23014.318778001954
112414,70686.34066889754
112415,149933.32157691248
112416,90221.60976818451
112417,100729.93248761256
112418,49345.08891234402
112419,183673.99771193715
112420,43216.86290876104
112421,233389.4300958599
112422,88846.12296748634
112423,50570.616807931016
112424,27692.182441540463
112425,21386.891265862472
112426,112628.9227952985
112427,283978.3524168049
112428,179946.84758333728
112429,25275.8406712052
112430,37714.41628110484
112431,142494.87385294508
112432,28435.99698942641
112433,108947.3910485776
112434,51377.4179105901
112435,49399.04986895353
112436,60338.250961314785
112437,68920.76149132941
112438,86972.37969682009
112439,28051.074009585827
112440,234205.20263661756
112441,36491.29866750414
112442,284285.08506684954
112443,59275.48051343738
112444,40837.902214478505
112445,67265.61191177636
112446,460145.3348865194
112447,679198.0649487928
112448,70621.07784677234
112449,79147.69325558483
112450,35557.01683646536
112451,108813.61010998789
112452,26944.228153355227
112453,42190.06870765366
112454,112209.25091894467
112455,619923.8348397514
112456,48273.24972960094
112457,191547.4285723944
112458,98136.46841921474
112459,39196.45058059357
112460,70157.42573479703
112461,400459.84549516306
112462,110720.8922342313
112463,65797.90654453717
112464,61186.25878116294
112465,158673.35392034828
112466,175009.4441441554
112467,34699.654145404915
112468,23140.614283003444
112469,59833.616633916325
112470,30993.875067901834
112471,50163.256712633
112472,166749.50220455747
112473,79046.16994336741
112474,39572.431523189145
112475,92442.83956925759
112476,81118.69898655314
112477,52494.215977393294
112478,84004.22816317421
112479,29365.216291598936
112480,55244.696118704705
112481,176399.3061058216
112482,57148.46582209291
112483,291492.4163005456
112484,71026.04714455058
112485,88394.43006303885
112486,18258.066400663833
112487,24867.60095678948
112488,141687.00699748937
112489,48586.63160106433
112490,317978.39227830124
112491,80218.713811796
112492,52040.514021269555
112493,342267.2403744471
112494,26349.991693100903
112495,13151.50904266033
112496,21432.434366225243
112497,205995.1991351414
112498,33545.80720362519
112499,44560.718674261574
112500,29274.033482898896
112501,57314.71666887446
112502,64985.19820528437
112503,44975.6266313951
112504,52576.973426724355
112505,26147.435405561086
112506,66933.62863948148
112507,94937.54725106044
112508,76166.13360902313
112509,25408.352698292187
112510,32398.724540765765
112511,140363.19370636044
112512,29457.635716872974
112513,77111.779400126
112514,38002.357223910956
112515,91235.41735469176
112516,83801.71119133505
112517,24954.465133435813
112518,73494.90034354695
112519,21153.020392260478
112520,37133.54473820012
112521,165765.54758365205
112522,58779.32285228836
112523,40567.82862037679
112524,68313.2942476836
112525,19992.2113207723
112526,26167.361841768357
112527,39340.94036950751
112528,24962.47611644748
112529,27812.482121617537
112530,91664.59342027397
112531,154191.9704316907
112532,151637.29293420486
112533,105940.23523183253
112534,253564.96951364577
112535,68567.64928130867
112536,105981.22591682074
112537,50875.85455219382
112538,13068.326161222853
112539,159813.70476569483
112540,22369.713886272555
112541,71481.94937480081
112542,180469.487676979
112543,68286.17356142441
112544,228941.43952111073
112545,37502.56554840687
112546,26908.703673884604
112547,107330.08624648147
112548,448075.64303172455
112549,92122.9171176516
112550,96332.68073292362
112551,23107.942629297195
112552,137949.29153024047
112553,54248.44714860723
112554,92337.66612237482
112555,26320.997120718304
112556,84831.07085544828
112557,70410.9824695029
112558,99076.07060526223
112559,51797.726281766016
112560,60456.37854733082
112561,172901.69581241917
112562,19661.849529060964
112563,127877.46137767588
112564,354964.41004413203
112565,137045.1343210861
112566,30792.842619959978
112567,29124.604683481026
112568,47395.38595624362
112569,119944.70881893266
112570,31586.368183865758
112571,121102.60333590429
112572,148895.77429393952
112573,21056.098055510454
112574,120746.13347439765
112575,79295.84818145238
112576,75758.84161349572
112577,434640.43360391643
112578,421613.958738528
112579,90925.43896956321
112580,143336.7690287334
112581,47634.0148463734
112582,38906.37477460041
112583,24122.996653446782
112584,175825.76435421043
112585,37243.27336048632
112586,16767.88699481674
112587,137837.36863630402
112588,86875.45642819373
112589,169870.67869607187
112590,26781.017843301077
112591,135051.43610407185
112592,28654.972423323765
112593,31165.74677111688
112594,45612.59806460347
112595,41251.856498721776
112596,68287.30497540966
112597,47831.02583856843
112598,41086.37631460476
112599,17212.78861491335
112600,24772.991393300967
112601,143276.0976277416
112602,45017.3215447707
112603,63196.18738745481
112604,158555.74822458936
112605,34356.4668146284
112606,56979.489895634746
112607,56761.14972230066
112608,90698.32105298052
112609,150459.13553049255
112610,76503.0308033181
112611,176336.86706506903
112612,177068.86293236056
112613,100185.71357027079
112614,161532.99352954904
112615,78688.7290655834
112616,115678.96776421885
112617,123061.78395835651
112618,378089.91779075435
112619,38404.763344042614
112620,20917.04163787694
112621,14318.0706062326
112622,127186.37725173257
112623,56702.78141211339
112624,37646.00099452606
112625,38539.20135082826
112626,133812.5969794111
112627,36397.23244620329
112628,49126.7467271063
112629,35886.09603582336
112630,43373.99112124571
112631,72975.41090776538
112632,197164.13094235057
112633,144127.40318354924
112634,32897.98328805686
112635,43565.9879926002
112636,58273.56244798736
112637,171347.04899802804
112638,19982.68806826131
112639,68294.63033145326
112640,23131.782145142737
112641,28274.798809177566
112642,235561.39029114682
112643,66008.35338715189
112644,114972.78696908863
112645,47755.695658387536
112646,26416.62290758424
112647,19453.40877970348
112648,52645.817048382734
112649,26951.516249290144
112650,27963.54544163893
112651,50550.275668921626
112652,17827.82845142213
112653,20689.7922658337
112654,40876.398632560464
112655,29943.977220650268
112656,26978.160644194482
112657,310568.91699405113
112658,625412.8286597205
112659,121885.89070658557
112660,81721.62003700812
112661,177770.63789328875
112662,94507.0553855854
112663,95654.67970700625
112664,181398.16842963366
112665,378474.8467998213
112666,106050.66166943026
112667,37048.481497132314
112668,33292.34962515622
112669,129568.29599648243
112670,21257.73826983962
112671,184421.6393352534
112672,127468.5857640744
112673,60403.64348141718
112674,28606.361677007946
112675,56019.53631216954
112676,45392.753168701005
112677,52770.443881387466
112678,33490.18780250319
112679,94690.32219555885
112680,116197.4770915545
112681,29282.221856316006
112682,111464.20191091031
112683,24774.352629758698
112684,298064.70088905573
112685,31526.79132963539
112686,46089.9141538105
112687,36972.72050821485
112688,47453.77124248523
112689,109618.79829604262
112690,47112.386891642534
112691,50701.36172723629
112692,35774.551752835185
112693,117395.02791113908
112694,27394.054111173537
112695,157223.09697940914
112696,169613.1732582471
112697,119964.81785474053
112698,90338.1363002679
112699,250920.39093127937
112700,233578.19771814859
112701,351295.9876841343
112702,123000.96352650579
112703,29780.240428910078
112704,50882.381077904174
112705,264585.386773304
112706,65844.73907916485
112707,38358.752820950474
112708,111338.19759334926
112709,147551.26278246488
112710,56183.52847038922
112711,79540.9196541814
112712,18163.174635547646
112713,73972.1662165028
112714,113598.23488355319
112715,113769.97029916922
112716,19306.361639655777
112717,15899.134559193952
112718,74586.20604631334
112719,59718.43058107051
112720,28106.118647818395
112721,37525.75473242787
112722,33742.6318095526
112723,28584.722498073657
112724,55796.12705565524
112725,60253.93869155349
112726,22126.042010569527
112727,64100.70355690551
112728,181310.7116967035
112729,53339.676442569755
112730,32209.817663914084
112731,48578.321294037625
112732,15948.654903352213
112733,57121.85484948729
112734,117246.69144412114
112735,17655.86671531319
112736,71287.18698689716
112737,66737.1961766794
112738,403646.54155028117
112739,46432.43655171187
112740,91660.05837193296
112741,28512.913067502806
112742,31254.93537278042
112743,34487.719112069935
112744,112445.230686611
112745,154936.74589683293
112746,30778.16789309316
112747,80248.06911736124
112748,315847.28509064554
112749,46961.33208326947
112750,17533.02772134684
112751,288699.80939412373
112752,53037.72077308491
112753,42322.82178930832
112754,94171.50463250218
112755,39258.86967858878
112756,57205.927781776496
112757,77498.699529392
112758,29474.35635139713
112759,15066.640713952236
112760,38380.33145054904
112761,79991.9715505695
112762,318749.85668837896
112763,19062.703927697374
112764,166008.2684947612
112765,11148.742764713877
112766,84845.48955435929
112767,729555.1433743339
112768,29708.963261582398
112769,109537.467580227
112770,36771.38778194606
112771,85045.05030496225
112772,41435.71892585114
112773,92127.19509233112
112774,33707.367855880584
112775,46017.91801487481
112776,24363.15494469767
112777,23291.8331480582
112778,595345.6392081848
112779,199328.45965487135
112780,147777.89392065853
112781,94028.25804563031
112782,51713.060945144796
112783,39371.781442290085
112784,36773.29191904034
112785,30211.61124729483
112786,96167.87144940169
112787,62482.892748552964
112788,34590.22798641725
112789,74004.32061631019
112790,116248.98426586507
112791,158982.58505352458
112792,20567.4487108378
112793,49435.69952683905
112794,587423.5999853129
112795,24417.18955119178
112796,54869.58851740306
112797,52047.11170162683
112798,67683.33150981566
112799,117119.33540255736
112800,37675.21029373366
112801,29436.5823301559
112802,176925.38645349088
112803,403673.98087769776
112804,49622.44375358074
112805,46491.89387045391
112806,17784.168377128062
112807,20758.64971204874
112808,279296.54575700255
112809,37468.31541796149
112810,169622.56391030358
112811,131600.0694527517
112812,78433.73628486985
112813,189618.69520791052
112814,42318.93397686108
112815,56807.32857561424
112816,25160.197604825604
112817,84117.24545539853
112818,52700.46666500898
112819,67283.70480662989
112820,340538.83340594603
112821,23921.270406274707
112822,32176.105180312945
112823,35795.09490448542
112824,27469.283460818187
112825,46367.92696805377
112826,68086.56018884793
112827,60826.41653939133
112828,76080.24746544287
112829,20282.177063690142
112830,59447.34195021914
112831,95040.96328258693
112832,46959.691745031836
112833,156795.8323300307
112834,42675.96727640563
112835,160055.585712578
112836,43646.330095261495
112837,107777.71480704953
112838,372061.4416039587
112839,43904.85147753576
112840,98381.87834804384
112841,114560.4174792245
112842,208883.73742108472
112843,65215.491271602245
112844,44302.38097302716
112845,37659.92754013043
112846,241888.07864941447
112847,42058.44643240709
112848,188359.82637730546
112849,130237.99360203568
112850,152222.66278813267
112851,199669.0703572092
112852,26750.427177641282
112853,274906.42234453943
112854,49170.01014675225
112855,355665.35129007243
112856,35548.25034716465
112857,28725.740074753903
112858,33039.77549788093
112859,125120.75172050956
112860,50655.715830052904
112861,178328.16355559375
112862,26763.166420158395
112863,60082.027852026
112864,184796.4496119285
112865,20513.166477882674
112866,265864.5713231525
112867,28169.973887005424
112868,46451.93009782673
112869,79893.0972320723
112870,74535.10828643628
112871,144689.20333557497
112872,25008.51650797669
112873,162947.75385630122
112874,92787.86360038066
112875,84366.77383351297
112876,227038.5552833154
112877,38644.32633459278
112878,374580.79792323144
112879,313510.1645442115
112880,36356.515676454765
112881,39586.809347907576
112882,399311.8540987056
112883,35573.00290905718
112884,14075.42925130972
112885,61198.16006668313
112886,72438.79173674063
112887,20740.000314821504
112888,121758.59410866897
112889,75165.17287466073
112890,154425.2239357584
112891,122858.44602913293
112892,55360.48034587158
112893,38263.86723739755
112894,244167.3488419292
112895,19242.83926382345
112896,9440.248545948662
112897,50300.30340531759
112898,163477.96309419593
112899,28284.512444614465
112900,61229.439117860355
112901,55794.37163883423
112902,38270.218403636034
112903,173862.14947031686
112904,212581.4645253795
112905,45858.11791982963
112906,44892.25257856986
112907,13953.80199358195
112908,16953.49095168708
112909,451462.29636058176
112910,114746.5152841301
112911,55961.89420033826
112912,31164.831084891022
112913,67905.83473899044
112914,27337.895834396433
112915,190586.68013743305
112916,263492.72724040406
112917,85963.32879820702
112918,73676.89587200602
112919,41384.62024813649
112920,28969.643570368065
112921,23905.782961518733
112922,156838.47892237475
112923,125441.586858326
112924,72893.41513671144
112925,171498.37827966208
112926,27459.871607629615
112927,24658.257987511504
112928,18397.89474415415
112929,74066.26048136619
112930,509700.9625112362
112931,70852.27307042773
112932,191652.55784776274
112933,30496.43770955902
112934,73717.48302545185
112935,63169.97428343737
112936,120203.91107403414
112937,382250.1130181203
112938,45250.7248896722
112939,13270.509556711842
112940,64613.90872783704
112941,327460.5555687893
112942,12411.50357954633
112943,301080.4569694748
112944,36194.52887885061
112945,139071.61733791264
112946,68194.73251179748
112947,53640.077556763215
112948,38249.22667383667
112949,34738.732628401136
112950,162364.12992220646
112951,38953.035291160784
112952,24730.325191860367
112953,27165.61888613153
112954,64891.340930265396
112955,15477.617298947485
112956,24362.618092294248
112957,31039.68716207666
112958,573016.0468720916
112959,62039.06557076051
112960,60031.11725952911
112961,294813.7040614091
112962,82586.44780112809
112963,106079.42662243327
112964,24413.7499281156
112965,30793.730513054354
112966,571175.8428500394
112967,37314.59061257052
112968,15953.19991397536
112969,72241.03684859289
112970,17378.8878327226
112971,67568.08741038677
112972,169061.29142770288
112973,35014.09765215778
112974,87580.4566701858
112975,41050.55400518648
112976,22480.865398990423
112977,24962.739495236776
112978,108203.60840599885
112979,226072.37144523143
112980,579649.1183687416
112981,181692.48374626803
112982,37987.63425701891
112983,84674.64623403871
112984,17710.625607686452
112985,27694.876792772626
112986,24997.72377773671
112987,24669.11709920636
112988,35884.1733808584
112989,61933.01268675431
112990,72709.6573976944
112991,42567.44597789666
112992,27457.864323230224
112993,108175.80314272318
112994,23982.959036185137
112995,154499.4360206299
112996,18718.42191060333
112997,354307.5277519595
112998,29694.694310634324
112999,45419.1932698595
113000,15332.03270736213
113001,37642.1200374702
113002,38689.77745433718
113003,79185.12876181427
113004,115676.0334385476
113005,39134.07714424752
113006,33645.21566233254
113007,18821.53354334189
113008,36828.075702765
113009,27118.516066868266
113010,35688.608718255455
113011,44654.15518817354
113012,36279.69217942289
113013,30319.323210281957
113014,75689.84701804657
113015,127587.15868481445
113016,326028.62263262505
113017,94162.97508464119
113018,56039.498209359524
113019,148445.16240192272
113020,43021.845668469214
113021,34454.117008881396
113022,64701.97916084312
113023,70265.76595791543
113024,68416.83039392461
113025,29535.955276583205
113026,25507.502054588123
113027,30971.437659681837
113028,25812.19908245653
113029,164535.59559288435
113030,74263.43458094669
113031,59366.28271204191
113032,26355.312168558976
113033,106890.49895308395
113034,33837.71003433993
113035,39642.751407441305
113036,143031.44003655683
113037,93731.81161101632
113038,75146.13847802045
113039,86094.65753763821
113040,38562.68190594778
113041,31589.26443167718
113042,213351.49813098062
113043,20655.983109378765
113044,267914.04461127025
113045,741581.1538065847
113046,43415.275859999776
113047,34403.86540571432
113048,21985.70029116193
113049,121885.16129651899
113050,113067.18772276126
113051,109515.01946198936
113052,20899.49249107874
113053,65440.81218265176
113054,71495.37410938516
113055,32194.24327916968
113056,86048.35680569409
113057,30822.97525493954
113058,18182.564507957097
113059,64737.73250692585
113060,80972.9395799855
113061,37183.52359692682
113062,81975.35157797569
113063,201150.8402185234
113064,84161.18323568733
113065,27644.2116352151
113066,30703.957373375415
113067,66889.93960525675
113068,82021.6481161463
113069,25413.30830106988
113070,100241.52882224706
113071,177541.21089469877
113072,28284.765780792095
113073,288178.1437424961
113074,153312.64347995372
113075,31673.450531166225
113076,98425.70683840489
113077,58589.02747223461
113078,36009.69708548291
113079,80562.14786389546
113080,67695.07209416312
113081,37133.63133625911
113082,31368.103615909167
113083,48076.36569955858
113084,78511.56364193473
113085,39947.63333062816
113086,198695.1178290541
113087,565153.9201998741
113088,40756.98402374274
113089,243429.8714641213
113090,38402.53980131722
113091,39321.14591937227
113092,81791.28767997079
113093,48572.02203565909
113094,150899.62563842605
113095,111873.68374236698
113096,63023.382082342694
113097,56862.371145431905
113098,218424.04825952338
113099,18460.672170927883
113100,40321.99181740668
113101,269810.70604606974
113102,259152.37059260914
113103,42683.473330133915
113104,45908.989710677604
113105,29465.21307416942
113106,135810.03274468114
113107,142013.05630965065
113108,166528.0015200198
113109,22772.69141794764
113110,58689.344179082414
113111,127531.20168378018
113112,80142.96064208016
113113,111865.14159525062
113114,49089.37119443056
113115,53802.83257437865
113116,75373.2422567245
113117,170626.31790652353
113118,14569.607227752209
113119,187466.36782691625
113120,90547.52283988189
113121,51698.01971414279
113122,121405.09355229423
113123,411784.15112663
113124,32291.03122656419
113125,149167.29014409022
113126,108983.90624532835
113127,63657.48760495788
113128,42533.181524615524
113129,190201.95229002478
113130,152472.96092953507
113131,68698.57651021556
113132,107765.04781331198
113133,79952.97866179852
113134,418085.10134785017
113135,85889.7877926867
113136,89195.86527408948
113137,41180.42984488989
113138,72487.6802593225
113139,114383.26822817183
113140,146236.23130176065
113141,72799.45297481716
113142,33122.63635753613
113143,34863.45813689249
113144,187112.44835396518
113145,86653.57880012455
113146,55770.13967043951
113147,22511.12574829712
113148,185179.98139724243
113149,46720.04300016673
113150,29360.45908701862
113151,36598.709704749046
113152,58334.31173838269
113153,223420.8583975067
113154,115348.97745851285
113155,39203.96684017145
113156,642277.8453759563
113157,155224.09535352566
113158,38986.655947201805
113159,225011.79515592885
113160,38129.70491506837
113161,159276.210354276
113162,65902.86538654788
113163,25663.990211558634
113164,39790.85058850104
113165,230151.7443823159
113166,38233.00947392719
113167,158406.86823226445
113168,44250.02981312377
113169,45661.67796931028
113170,223175.16770786679
113171,78468.86849042895
113172,71135.22368568133
113173,36516.12018178927
113174,99843.90368724198
113175,54684.72900883886
113176,99837.7695121383
113177,86610.52115558762
113178,39568.72952297992
113179,28103.79963781776
113180,40213.01079964016
113181,46559.640131354725
113182,21709.19013547512
113183,18578.342234228614
113184,42472.1882336988
113185,99185.39683235067
113186,149396.0108438041
113187,160710.93641166817
113188,34352.311397938334
113189,138098.84142981705
113190,42983.590483231426
113191,31333.139651842957
113192,27574.25318892745
113193,119012.75163560796
113194,48956.6118914421
113195,233623.41637455512
113196,28299.63336338692
113197,771934.885552268
113198,127521.40764185038
113199,42262.22313382206
113200,30425.356947040527
113201,35874.13336606778
113202,34937.997852620836
113203,19176.29320123681
113204,150231.87182073816
113205,717394.2854848187
113206,69402.1371544689
113207,15570.48170694452
113208,187781.45372633036
113209,127177.15433882958
113210,93261.93915220573
113211,52134.15238477928
113212,83849.1405604838
113213,65230.38592258902
113214,26053.11409051665
113215,75183.98448239344
113216,86500.7529558081
113217,31509.47281234626
113218,29096.979190947557
113219,25946.906319185542
113220,153771.4649871148
113221,24231.68856591852
113222,34334.22283889616
113223,120965.32351682644
113224,30235.17516926667
113225,80711.338347625
113226,55725.842978838315
113227,82199.44052178871
113228,39085.804540932906
113229,18992.187331527726
113230,35959.20062025358
113231,52045.09158746297
113232,275402.6483037659
113233,45120.214697210075
113234,30831.361032421235
113235,218609.10219470644
113236,60100.03613178616
113237,204430.7910189855
113238,71561.00522088718
113239,22402.01014479012
113240,67206.91605100318
113241,126452.99787661046
113242,103519.18385145052
113243,106754.65290571723
113244,42169.38973713688
113245,101910.02850974901
113246,81100.1675551927
113247,61102.15526989251
113248,68841.44850341386
113249,93564.73207443744
113250,279817.07557461754
113251,90756.96027845265
113252,39431.72639725781
113253,27196.24720462354
113254,91580.53378138963
113255,230976.75101523413
113256,34295.51263113951
113257,138126.99882253472
113258,21769.59256108211
113259,22237.142443469835
113260,59724.13836452881
113261,31400.051707297378
113262,64435.18347523571
113263,546731.7698040644
113264,18185.751424070022
113265,66753.59218498449
113266,100301.63700847869
